Product Catgory,Product tag,design house
"肩背包/斜背包 (1),零錢包 (4),化妝包/雜物包 (1),其他 (2),胸針 (4),鑰匙圈/鑰匙包 (3),票夾/隨身夾 (2),筆盒/筆袋 (8),卡片/明信片 (14),貼紙 (1),紙膠帶 (2),吊飾 (2),徽章/別針 (1),磁鐵 (2),其他 (1),耳機/耳機週邊 (11)","
                        ,不織布, (3),交換禮物, (5),別針, (11),卡夾, (2),卡片, (13),吊飾, (13),客製, (2),帆布, (2),帆布包, (7),情人節, (3),手工, (6),手機袋, (2),星星, (1),松鼠, (2),磁鐵, (8),筆袋, (9),紙膠帶, (2),聖誕樹, (3),聖誕節, (9),聖誕老人, (3),聖誕裝飾, (3),胸針, (1),花咪, (9),蕉蕉兄, (9),薑餅人, (2),貓, (1),貼紙, (1),鑰匙包, (3),鑰匙圈, (4),雪人, (4),零錢包, (2),馬來貘, (1),馴鹿, (2),麋鹿, (3),
                    ",mschildrenstoys
"裙子 (30),洋裝 (9),外套/大衣 (女) (14),襯衫 (女) (1),上衣 (女) (5),連帽外套/T 恤 (中性) (1),外套/大衣 (男) (1),其他 (1),帽子 (1),童裝 (4)","
                        ,design, (12),創意, (33),名族风, (5),桑蚕丝, (15),真丝, (14),簡約, (31),行走的艺术, (19),設計, (44),防雨, (10),限量款, (22),
                    ",diiid333
"襪子 (1),連帽外套/T 恤 (中性) (4),褲子/下身 (男) (3),帽子 (3)","
                        ,design, (11),handmade, (8),丹寧, (2),交換禮物, (2),休閒, (5),大學t, (2),寬鬆, (1),帽子, (2),手工, (8),棒球帽, (3),棕色, (1),灰色, (5),白色, (4),直筒, (1),短褲, (1),簡約, (11),米色, (1),紅色, (2),純棉, (7),素t, (2),綠色, (1),耶誕, (1),聖誕, (2),聖誕禮物快遞, (1),聖誕節, (2),藍色, (1),衛衣, (2),襪子, (1),西裝褲, (1),設計, (10),運動, (4),長褲, (2),黑色, (7),
                    ",hao-tw2012
"電腦包 (6),護照夾 (1),其他 (1),iPhone 週邊 (7),平板/電腦保護套 (5)","
                        ,apple, (18),cover, (17),handmade, (19),ipad, (18),kindle, (18),可愛, (10),土耳其, (1),客製化禮物, (17),小狗, (1),平板电脑, (17),手作, (20),手工, (20),护照包, (1),民族, (5),牛皮, (2),猫咪, (2),眼镜袋, (1),簡約, (15),羊毛毡, (9),羊毛氈, (17),脚印, (1),苹果, (13),設計, (19),银杏, (1),雪纳瑞, (1),
                    ",ele-tree
"背心 (女) (4),裙子 (3),褲子/下身 (女) (3),外套/大衣 (女) (3),上衣 (女) (4),連身褲 (1),吊帶褲 (2),連帽外套/T 恤 (中性) (3),褲子/下身 (男) (3),外套/大衣 (男) (3),其他 (1),其他 (1)","
                        ,design, (31),handmade, (29),made, (2),natural系列, (30),tailored, (2),tailoredmade, (28),創意, (30),情人節, (1),手作, (31),簡約, (31),設計, (31),限量款, (31),
                    ",eu-niformation
"時鐘/鬧鐘 (3),其他 (1),相機背帶/手機背帶 (5)","
                        ,掛鐘, (3),時鐘, (3),椒鹽罐, (1),相機腳架, (1),禮物交換, (4),設計、相機腳架, (4),調味罐, (1),
                    ",miion
Missing,Missing,lunashineshine
"鑰匙圈/鑰匙包 (3),筆記本/手帳 (1),卡片/明信片 (1),吊飾 (1),其他 (1)","
                        ,婚禮, (1),情人節, (1),禮品, (3),聖誕節, (4),
                    ",17world
"皮夾/錢包 (1),肩背包/斜背包 (1),零錢包 (2),束口後背包 (5),項鍊/墜子 (3),手鍊/手環 (1),鑰匙圈/鑰匙包 (1),名片夾 (2),腰帶 (4),筷子/環保筷 (1)","
                        ,handmade, (18),natural系列, (18),簡約, (18),
                    ",dao
"名片座/文件夾 (1),年曆 (1),家飾/擺飾 (2),茶 (1)","
                        ,handmade, (2),交換禮物, (5),公益, (4),手工, (2),昆蟲, (1),桌曆, (1),植物, (1),毛線, (2),環保, (1),石頭, (1),禮盒, (1),花園, (1),親子, (1),
                    ",sandwishes
"肩背包/斜背包 (1),客製娃娃 (5),iPhone 週邊 (341)","
                        ,12星座, (12),a, (4),anna, (1),art, (73),bear, (18),captain_america, (1),cat, (7),chocolate, (12),converse, (5),cupcake, (12),cushion, (3),diamond, (9),donut, (10),e, (2),elsa, (1),frozen, (2),g, (1),graffiti, (14),h, (1),htc, (332),i, (1),ice-cream, (1),iphone, (341),j, (1),jacket, (6),k, (1),l, (1),laces, (5),lg, (164),lollipop, (1),london, (2),love, (6),m, (1),milkshake, (1),n, (1),nail, (5),new-york, (2),nyc, (2),o, (1),office爸爸, (5),p, (1),paris, (2),pizza, (1),princess, (1),q, (1),r, (1),rock, (18),rome, (1),rose, (4),s, (1),sailormoon, (22),salad, (1),samsung, (341),sandwich, (1),sony, (296),street, (5),t, (1),u, (1),v, (1),vintage, (26),w, (1),x, (1),y, (1),z, (1),三文治, (1),三色貓, (1),上班, (5),伯曼貓, (1),倫敦, (1),八哥, (2),公主, (2),冬日, (19),冬甩, (9),冰棒, (1),動物, (12),可愛, (47),可愛客製化禮物, (35),可樂, (1),喜力, (1),型格, (117),城市, (4),塗鴉, (15),壽司, (1),夏天, (11),夏日, (13),天秤座, (1),天蠍座, (1),奶昔, (1),客製化禮物, (240),寵物, (14),射手座, (1),小鳥, (15),巴黎, (2),帆布, (5),帆布袋, (1),帆船, (8),復古, (62),德國牧羊犬, (1),懷舊, (26),手作, (201),手工, (145),手機殼, (308),手製, (263),抱枕, (5),拉布拉多, (1),拉麵, (1),指甲, (5),捧捧糖, (1),捧球褸, (6),摩羯座, (1),收音機, (4),救生圈, (1),數字, (9),斑點狗, (1),日式, (2),日系, (2),星星, (5),朱古力, (3),格仔, (6),條子, (1),橫間, (3),比薩, (1),水手, (9),水手服, (15),水瓶座, (1),沙律, (1),法國, (1),波斯貓, (1),波點, (3),海洋, (9),海軍, (9),漢堡, (1),炒飯, (1),熊貓, (2),熱狗, (1),父親節, (5),牛扒, (1),犬, (6),狗, (15),獅子, (1),獅子座, (1),玫瑰, (7),甜甜圈, (10),甜睡圈, (5),甜點, (9),甲油, (5),異國短毛貓, (1),白, (11),白羊座, (1),直條, (1),相機, (8),眼, (6),眼鏡, (5),神秘, (28),童話, (1),米字旗, (6),粉紅, (2),紅, (12),紐約, (2),紳士, (7),羅馬, (2),美國, (4),美國旗, (5),美國短毛貓, (1),美國隊長, (1),美少女戰士, (42),美甲, (1),美食, (15),聖誕, (24),聖誕節, (24),聖誕老人, (24),花, (7),英倫風, (55),英國短毛貓, (1),英文字母, (27),蕾絲, (5),薯條, (2),藍, (10),處女座, (2),行李箱, (14),西式, (12),西班牙, (1),訂製手機殼, (19),訂造, (91),變身棒, (18),變身鏡盒, (18),貓, (14),貓頭鷹, (2),跑車, (5),車, (5),軟雪糕, (1),金牛座, (1),錨, (7),雙魚座, (2),雪人, (19),雪橇, (1),雪橇犬, (1),雪花, (24),雪鞋貓, (1),電話, (9),電話盤, (9),鞋, (5),鞋帶, (5),音樂, (2),音符, (2),骷髏頭, (3),鹿, (26),黑白, (1),
                    ",csdesign
"項鍊/墜子 (5),其他 (1)","
                        ,十字架, (6),天然石, (6),書籤, (1),玫瑰經念珠, (5),
                    ",pabitele2014
"手鍊/手環 (13),其他 (2),貼紙 (4),徽章/別針 (2),其他 (1),腳踏車/週邊 (6),其他 (1)","
                        ,design, (26),創意, (29),在地, (13),手創, (13),文青, (14),春浪, (1),禮物, (26),簡約, (7),設計, (29),限量款, (29),
                    ",yakkay
"肩背包/斜背包 (6),化妝包/雜物包 (2),項鍊/墜子 (4),年曆 (1)","
                        ,bag, (8),blue, (3),burgundy, (1),cactus, (1),calendar, (1),canvas, (7),cement, (3),concrete, (3),cotton, (8),design, (12),gold, (1),green, (1),grey, (4),necklace, (4),pink, (7),plant, (1),poster, (1),red, (2),tote, (6),vintage, (9),white, (1),仙人掌, (1),化妝袋, (2),布袋, (6),年曆, (1),復古, (10),手作, (11),水泥, (4),禮品, (12),簡約, (13),設計, (13),金, (3),銀, (1),項鍊, (4),
                    ",kiuworks
"肩背包/斜背包 (1),後背包 (7),帽子 (7)","
                        ,backpack, (1),cotton, (1),design, (8),handmade, (7),leather, (7),
                    ",kodangs
"項鍊/墜子 (38),戒指 (10),耳環 (9)","
                        ,angle, (18),animal, (48),artist, (33),autumn, (11),black, (3),blue, (2),carrot, (3),cat, (8),chic, (44),christmas, (18),circus, (48),colourful, (50),cute, (39),design, (47),earring, (7),enamel, (39),fairy, (18),farm, (12),fashion, (40),festival, (18),funny, (29),gift, (33),ginkgo, (7),girl, (31),girly, (29),gold, (7),green, (8),handcrafted, (37),handmade, (46),handpaint, (11),happy, (18),hat, (13),insect, (2),jewelry, (44),kawaii, (11),ladybug, (7),leaf, (8),lucky, (12),magic, (35),mushroom, (2),necklace, (18),newyear, (25),owl, (16),paka, (54),pendant, (26),present, (47),purple, (4),rabbit, (12),red, (9),santa, (18),sky, (5),small, (5),special, (37),summer, (9),sun, (2),thailand, (48),tomato, (1),watermelon, (1),witch, (31),woman, (33),women, (43),xmas, (18),
                    ",pakabkk174
"項鍊/墜子 (1),耳環 (2)","
                        ,design, (3),handmade, (3),不鏽鋼, (3),天然石, (3),寶石, (3),情人節, (2),手作, (1),手工, (3),珊瑚, (1),禮物, (3),簡約, (1),耳針, (2),項鍊, (1),
                    ",fomol
"戒指 (1),耳環 (50),手鍊/手環 (23)","
                        ,冷色系, (33),創意, (37),加購夾式耳環, (1),加購銀耳針, (1),可愛, (50),套組, (1),尾戒, (1),復古, (37),戒指, (1),手環, (9),手鍊, (13),找她, (1),暖色系, (42),浪漫, (24),簡約, (32),耳環, (47),融在嘴裡甜在心裡, (1),這個秘境, (2),限量款, (21),
                    ",enchase-hel
"卡片/明信片 (1),紙膠帶 (2),年曆 (1),其他 (1),個人畫像 (1),其他 (7),紙張材料 (1),其他 (1)","
                        ,#pinkoi, (1),@聖誕市集, (9),@聖誕禮物快遞, (1),baby, (4),birthday, (7),boy, (1),calendar, (1),card, (1),christmas, (7),dhl, (3),fun, (1),game, (2),gift, (6),girl, (1),halloween, (1),idea, (2),illustration, (4),instagram, (7),instax, (5),iphone, (3),japan, (3),kitty, (3),lomo, (3),love, (7),lover, (6),magnet, (2),magnets, (5),man, (1),photo, (7),picture, (5),polaroid, (9),postcard, (2),shipping, (4),thanksgiving, (2),travel, (4),valentine, (7),wedding, (3),women, (4),xmas, (9),中秋, (1),交換禮物, (8),佈置, (3),個性化, (6),免運, (1),兒童, (6),創意, (7),卡片, (9),印刷, (7),印刷品, (9),可愛, (4),同志, (1),同性, (1),國際, (1),大頭貼, (4),女人, (4),女孩, (4),好玩, (7),婚禮, (8),婚禮小物, (3),婚禮紀錄, (3),婚紗, (7),媽咪, (7),嬰兒, (1),客製, (6),客製化, (10),家飾, (1),寫真, (6),寵物, (7),寶寶, (6),小孩, (7),小王子, (2),年曆, (9),彌月, (5),快遞, (1),思念, (7),急件, (1),情人, (9),情人節, (10),情侶, (9),想念, (10),愛, (8),愛人, (8),愛情, (10),感恩節, (3),手作, (5),手創, (3),手工, (5),手帳, (2),拍立得, (5),掛號, (1),插畫, (7),插畫家, (3),攝影, (7),數位相機, (2),文具, (10),文具卡片, (5),文青, (1),新人, (4),旅行, (6),旅遊, (6),明信片, (7),月曆, (2),有趣, (6),朋友, (6),柴犬, (1),桌曆, (10),正片, (2),沖洗照片, (1),照片, (9),狗, (7),獨, (1),獨家, (9),生日, (10),男人, (2),男孩, (3),畢業, (10),相框, (10),相機, (4),相片, (10),相片書, (7),磁鐵, (7),禮, (8),禮物, (10),禮物卡, (3),秋天, (4),筆袋, (1),紀念, (8),紀念品, (7),紙, (6),紙膠帶, (4),結婚, (8),耶誕, (9),耶誕節, (2),聖誕, (9),聖誕卡, (9),聖誕市集, (10),聖誕禮物快遞, (1),聖誕節, (10),自拍, (5),芥末黃, (1),萬聖節, (4),著色, (1),藝術, (6),訂做, (3),訂婚, (5),設計, (4),設計師, (2),貓, (6),貼紙, (4),贈品, (3),送禮, (6),透明, (1),遊戲, (2),運費, (1),
                    ",iol
Missing,Missing,watanabe-kobo
"肩背包/斜背包 (2),化妝包/雜物包 (3),卡片/明信片 (1)","
                        ,handmade, (5),包, (1),貓, (6),限量款, (6),
                    ",pirdou
"肩背包/斜背包 (14),後背包 (19),包裝材料 (1),捲線器/電線收納 (1)","
                        ,不平帆系列, (10),側肩包, (12),包, (9),小清新, (6),帆布, (10),後背包, (19),手工皮革, (1),手提包, (5),收納線, (1),斜背包, (4),旅行袋, (1),真皮, (3),禮物, (25),紙袋, (1),繽紛趣系列, (8),耳機, (1),聖誕, (24),設計, (20),輕甜焦糖系列, (5),輕舞魅力系列, (4),
                    ",koper
卡片/明信片 (2),"
                        ,手作, (2),
                    ",y-loft
Missing,Missing,craftsman-workshop
"肩背包/斜背包 (1),晚宴包/手拿包 (2),化妝包/雜物包 (1),其他 (1),筆盒/筆袋 (1)","
                        ,bag, (4),boston, (3),clutch, (4),tote, (3),がま口, (6),アンティーク, (5),クラッチ, (4),ポーチ, (4),レザークラフト, (4),レトロ, (5),ヴィンテージ, (6),京都, (6),古布, (5),大正ロマン, (5),手作り, (4),日本, (5),東京, (6),江戸, (6),着物鞄, (5),針山, (3),骨董, (5),
                    ",mizuusagi
"領結 (32),其他 (5)","
                        ,bowtie, (37),design, (37),handmade, (37),pocket, (3),pocketsquare, (6),square, (3),vintage, (32),假袋巾, (8),口袋巾, (14),婚禮, (37),客製化禮物, (37),寵物, (30),復古, (31),情人節, (36),手作, (37),手工, (36),新年, (1),派對, (2),禮品, (37),禮服, (9),禮物, (37),簡約, (36),聖誕禮物, (1),胸袋巾, (18),舞台, (37),表演, (37),設計, (37),限量款, (37),項鍊, (36),領結, (37),
                    ",tracy-style
"T 恤 (女) (3),肩背包/斜背包 (8),手提包 (24),項鍊/墜子 (9),耳環 (8),卡片/明信片 (1),貼紙 (1),行李吊牌 (7),咖啡杯/馬克杯 (12),抱枕 (15),廚具 (2),iPhone 週邊 (75)","
                        ,cat, (162),design, (162),iphone, (30),mimig, (143),x'mas, (6),手工, (41),手機殻, (76),托特包, (24),抱枕, (7),水彩, (21),耳環, (8),聖誕, (2),聖誕節, (6),設計, (122),設計貓耳環, (6),貓, (159),貓咪, (151),貓頭, (60),貼紙, (1),貼身t, (3),購物袋, (22),項鍊, (5),馬克, (10),馬克杯, (12),
                    ",mimig
"項鍊/墜子 (11),戒指 (5),耳環 (4)","
                        ,design, (19),fashion, (1),style, (1),創意, (20),可愛, (18),情人節, (20),手作, (19),手工, (18),禮品, (19),禮物, (20),簡約, (20),設計, (20),項鍊, (13),
                    ",8384studio
"胸針 (12),卡片/明信片 (10),名片座/文件夾 (1),其他 (2),花器/花藝/植栽 (1),陶器/陶飾 (3),淺碟/盤子/餐盤 (1)","
                        ,明天的動物山, (30),ｔａｍ－pottery, (16),ｔａｍ－specimens, (14),ｔａｍ－stationery, (12),ｔａｍ－僅此一件, (7),ｔａｍ－愛心義賣, (1),ｔａｍ－訂製商品, (1),ｔａｍ－限定商品, (2),ｔａｍ－ｓｅｌｅｃｔ, (1),
                    ",tomorrows-animal-mountain
"手提包 (13),零錢包 (3),晚宴包/手拿包 (1),其他 (2),票夾/隨身夾 (21),其他 (3),卡片/明信片 (6),行李吊牌 (4),吊飾 (9),其他 (1)","
                        ,design, (35),handmade, (14),harebare, (28),創意, (27),卡套, (17),名片夾, (1),布, (13),手創, (10),手工, (17),授權開發, (4),書籤, (1),紙, (10),裝飾, (6),設計, (33),配件系列, (22),
                    ",harebare
"T 恤 (女) (1),肩背包/斜背包 (9),手提包 (4),相機包 (1),童裝 (4),iPhone 週邊 (2)","
                        ,bag, (12),black, (2),blue, (3),camera, (3),cute, (5),design, (17),gift, (19),ipad, (2),iphone, (2),pink, (2),proof, (2),purple, (1),tote, (4),water, (2),wing, (5),中國藍, (2),中性, (21),包包, (13),卡其, (3),可愛, (4),外貼口, (7),多用途, (10),天真, (4),女性, (5),工具包, (5),工具袋, (4),托特包, (5),搭配, (10),相機, (3),禮物, (20),穿搭, (15),童裝, (4),粉紅, (1),粉紅色, (1),紫色, (1),翅膀, (5),蘋果綠, (1),裁縫口, (4),設計, (21),防水, (2),飛翔, (2),黑色, (4),
                    ",garcon-manque
"肩背包/斜背包 (20),手提包 (1),零錢包 (8),化妝包/雜物包 (1),其他 (1),胸針 (2),筆盒/筆袋 (1),卡片/明信片 (1),貼紙 (1),圍兜/領巾/配件 (2)","
                        ,100%handmade, (36),刺繡, (6),動物系, (9),原創設計, (38),夏日, (8),嬰兒, (2),小孩, (2),工具筆袋, (1),幾何, (9),復古系, (25),手繪明信片, (1),日系, (29),森林, (11),植物系, (3),海邊, (3),牛仔單寧, (1),男友系, (5),雪白, (3),
                    ",lyladesign
"耳環 (2),髮飾 (2),胸針 (3),吊飾 (2),磁鐵 (1),其他 (1)","
                        ,陶器, (1),
                    ",m-akiyama
"卡片/明信片 (2),貼紙 (1),吊飾 (1),徽章/別針 (1)","
                        ,design, (2),party, (2),嘴, (1),壓克力, (1),手, (1),日常, (1),柴犬, (1),眼, (1),車站, (1),鹿, (2),鼻, (1),
                    ",well
"肩背包/斜背包 (2),零錢包 (1),晚宴包/手拿包 (1),鑰匙圈/鑰匙包 (2),票夾/隨身夾 (1),其他 (4),筆盒/筆袋 (1),筆插/筆筒/筆套 (1),名片座/文件夾 (1),吊飾 (2),其他 (1),Android 週邊 (1),相機背帶/手機背帶 (2)","
                        ,handmade, (3),vintage, (3),可愛, (3),客製化禮物, (3),家, (1),復古, (3),情人節, (3),愛, (1),手作, (3),手工, (2),手工皮革, (3),文具, (1),皮革, (3),禮品, (3),禮物, (3),筆袋, (1),記錄, (1),設計, (3),
                    ",tenegro0315
DIY 材料包 (14),"
                        ,design, (14),gift, (13),handmade, (12),leather, (13),手工, (14),材料包, (9),皮革, (9),皮革/材料包/禮物/護照套/證件套, (1),皮革材料包, (11),禮物, (11),行李牌, (1),證件套, (1),銀包, (8),長夾, (4),
                    ",thelederer
"筆插/筆筒/筆套 (1),杯墊 (1),家飾/擺飾 (8),蠟燭/燭台 (12),畫作 (5)","
                        ,led, (1),together, (18),企鵝, (3),佛, (1),兔子, (1),動物, (12),咖啡, (2),大象, (2),巧克力, (1),木頭, (1),杯墊, (1),松木, (1),森林, (7),燈泡, (2),狗, (1),狸貓, (2),紫色, (1),紳士, (3),蛋塔, (1),蛋糕, (1),蠟燭, (11),設計, (5),貓, (1),貓頭鷹, (2),醫生, (1),雞, (1),青蛙, (1),鳥, (4),鹿, (1),
                    ",together17
"印章 (7),其他 (68)","
                        ,design, (65),handmade, (74),個人化, (7),兔子, (6),創意, (65),印章, (12),名字, (9),大象, (3),客製化禮物, (52),小鳥, (2),房子, (3),房屋, (3),手作, (74),手工, (69),松鼠, (2),橡皮章, (75),河童, (2),猴子, (1),禮物, (58),結婚, (1),藏書章, (1),蠟封, (2),訂婚, (1),訂製, (5),設計, (60),貓頭鷹, (9),青蛙, (2),
                    ",louise-yeh
"其他 (1),項鍊/墜子 (1),耳環 (11),筆記本/手帳 (2),卡片/明信片 (2),吊飾 (1),耳機/耳機週邊 (15)","
                        ,耳環, (2),
                    ",nestonhead
"卡片/明信片 (3),其他 (1),其他 (1)","
                        ,創意, (5),客製化禮物, (1),手作, (5),海報, (2),禮品, (4),簡約, (5),設計, (5),限量款, (5),
                    ",messyenough
"肩背包/斜背包 (15),化妝包/雜物包 (6)","
                        ,公主, (1),夜光, (1),小鹿, (2),巴士, (1),復古, (4),收納袋, (2),斜跨, (3),橘色, (1),波點, (2),牛仔, (1),秋天, (1),簡單, (2),粉色, (1),紅, (1),綠色, (1),聖誕節, (1),聖誕老人, (1),薄荷, (1),蘑菇, (1),跳水, (1),運動, (1),香蕉, (1),馴鹿, (1),黃色, (2),
                    ",fesofeng
